65 2080 
1 2 10.954451150103322 
1 3 10.63014581273465 
1 4 10.488088481701515 
1 5 10.488088481701515 
1 6 28.0178514522438 
1 7 27.51363298439521 
1 8 28.705400188814647 
1 9 27.440845468024488 
1 10 27.712812921102035 
1 11 28.0 
1 12 41.44876355212541 
1 13 18.303005217723125 
1 14 30.463092423455635 
1 15 29.546573405388315 
1 16 30.199337741083 
1 17 20.71231517720798 
1 18 33.704599092705436 
1 19 37.013511046643494 
1 20 24.71841418861655 
1 21 25.748786379167466 
1 22 24.779023386727733 
1 23 28.982753492378876 
1 24 27.440845468024488 
1 25 27.367864366808018 
1 26 30.0 
1 27 14.142135623730951 
1 28 10.723805294763608 
1 29 10.862780491200215 
1 30 26.851443164195103 
1 31 27.27636339397171 
1 32 27.440845468024488 
1 33 29.34280150224242 
1 34 11.958260743101398 
1 35 27.60434748368452 
1 36 26.795522013948524 
1 37 24.454038521274967 
1 38 36.0 
1 39 35.45419580247167 
1 40 23.0 
1 41 23.0 
1 42 28.24889378365107 
1 43 24.535688292770594 
1 44 37.986839826445156 
1 45 37.255872020394314 
1 46 17.406895185529212 
1 47 30.577769702841312 
1 48 18.734993995195193 
1 49 31.874754901018456 
1 50 39.87480407475377 
1 51 32.93933818400121 
1 52 19.131126469708992 
1 53 33.57082066318904 
1 54 37.656340767525464 
1 55 31.73326330524486 
1 56 45.48626166217664 
1 57 69.97856814768362 
1 58 48.590122453025366 
1 59 22.64950330581225 
1 60 53.34791467339656 
1 61 34.75629439396553 
1 62 32.14031735997639 
1 63 47.81213235152768 
1 64 32.92415526630866 
1 65 29.9833287011299 
2 3 10.535653752852738 
2 4 11.489125293076057 
2 5 11.489125293076057 
2 6 28.19574435974337 
2 7 27.694764848252458 
2 8 28.809720581775867 
2 9 27.910571473905726 
2 10 27.964262908219126 
2 11 27.676705006196094 
2 12 41.13392760240627 
2 13 19.209372712298546 
2 14 30.822070014844883 
2 15 29.58039891549808 
2 16 30.298514815086232 
2 17 21.330729007701542 
2 18 33.555923471125034 
2 19 36.55133376499413 
2 20 25.0 
2 21 26.324893162176366 
2 22 25.219040425836983 
2 23 29.631064780058107 
2 24 27.54995462791182 
2 25 27.694764848252458 
2 26 30.23243291566195 
2 27 12.727922061357855 
2 28 11.532562594670797 
2 29 11.489125293076057 
2 30 27.03701166919155 
2 31 27.964262908219126 
2 32 27.910571473905726 
2 33 30.24896692450835 
2 34 11.874342087037917 
2 35 27.422618401604176 
2 36 27.640549922170507 
2 37 24.899799195977465 
2 38 35.86084215408221 
2 39 35.482389998420345 
2 40 23.388031127053 
2 41 23.558437978779494 
2 42 28.5657137141714 
2 43 24.979991993593593 
2 44 37.749172176353746 
2 45 37.12142238654117 
2 46 17.69180601295413 
2 47 30.347981810987037 
2 48 18.788294228055936 
2 49 31.71750305430741 
2 50 39.14077158156185 
2 51 32.848135411313685 
2 52 19.493588689617926 
2 53 33.06055050963308 
2 54 36.98648401781386 
2 55 30.93541659651604 
2 56 44.710177812216315 
2 57 68.98550572402873 
2 58 47.78074926160116 
2 59 22.693611435820433 
2 60 52.72570530585627 
2 61 33.91164991562634 
2 62 31.921779399024736 
2 63 46.8187996428785 
2 64 31.96873472629156 
2 65 29.68164415931166 
3 4 11.180339887498949 
3 5 11.180339887498949 
3 6 28.53068523537421 
3 7 27.459060435491963 
3 8 28.478061731796284 
3 9 27.676705006196094 
3 10 27.477263328068172 
3 11 28.337254630609507 
3 12 42.485291572496 
3 13 19.79898987322333 
3 14 30.315012782448235 
3 15 29.966648127543394 
3 16 29.916550603303182 
3 17 21.77154105707724 
3 18 34.27827300200522 
3 19 37.376463182061514 
3 20 24.535688292770594 
3 21 25.729360660537214 
3 22 24.758836806279895 
3 23 29.916550603303182 
3 24 26.90724809414742 
3 25 27.53179979587241 
3 26 30.18277654557314 
3 27 13.820274961085254 
3 28 11.832159566199232 
3 29 10.63014581273465 
3 30 26.795522013948524 
3 31 27.694764848252458 
3 32 27.964262908219126 
3 33 29.93325909419153 
3 34 10.488088481701515 
3 35 27.730849247724095 
3 36 27.294688127912362 
3 37 24.758836806279895 
3 38 36.75595189897821 
3 39 36.46916505762094 
3 40 24.041630560342615 
3 41 24.289915602982237 
3 42 28.89636655359978 
3 43 25.0 
3 44 39.293765408777 
3 45 38.09199390948182 
3 46 17.08800749063506 
3 47 30.983866769659336 
3 48 18.973665961010276 
3 49 32.109188716004645 
3 50 39.66106403010388 
3 51 33.61547262794322 
3 52 19.82422760159901 
3 53 33.58571124749333 
3 54 37.589892258425 
3 55 31.559467676119 
3 56 45.8475735453906 
3 57 70.01428425685718 
3 58 48.518037882832814 
3 59 23.108440016582687 
3 60 53.823786563191554 
3 61 35.02855977627399 
3 62 32.28002478313795 
3 63 48.010415536631214 
3 64 32.96968304366907 
3 65 30.133038346638727 
4 5 9.899494936611665 
4 6 27.80287754891569 
4 7 26.851443164195103 
4 8 28.071337695236398 
4 9 26.77685567799177 
4 10 27.055498516937366 
4 11 27.349588662354687 
4 12 41.593268686170845 
4 13 17.97220075561143 
4 14 29.0516780926679 
4 15 28.930952282978865 
4 16 28.77498913987632 
4 17 18.57417562100671 
4 18 33.166247903554 
4 19 37.17526059088221 
4 20 24.95996794869737 
4 21 25.514701644346147 
4 22 25.019992006393608 
4 23 27.92848008753788 
4 24 27.2213151776324 
4 25 26.70205984563738 
4 26 28.5657137141714 
4 27 13.711309200802088 
4 28 11.269427669584644 
4 29 10.295630140987 
4 30 26.627053911388696 
4 31 27.055498516937366 
4 32 26.77685567799177 
4 33 28.722813232690143 
4 34 12.449899597988733 
4 35 27.820855486487112 
4 36 26.115129714401192 
4 37 24.698178070456937 
4 38 35.4964786985977 
4 39 34.942810419312295 
4 40 22.20360331117452 
4 41 22.20360331117452 
4 42 27.60434748368452 
4 43 24.779023386727733 
4 44 37.5099986670221 
4 45 36.76955262170047 
4 46 17.05872210923198 
4 47 30.773365106858236 
4 48 18.411952639521967 
4 49 30.919249667480614 
4 50 39.11521443121589 
4 51 32.7566787083184 
4 52 18.16590212458495 
4 53 32.66496594212215 
4 54 37.49666651850535 
4 55 30.773365106858236 
4 56 45.088801270381985 
4 57 69.8927750200262 
4 58 48.46648326421054 
4 59 20.12461179749811 
4 60 53.46026561849464 
4 61 34.23448553724738 
4 62 31.192947920964443 
4 63 47.686476070265456 
4 64 33.1058907144937 
4 65 29.376861643136763 
5 6 27.80287754891569 
5 7 26.851443164195103 
5 8 28.071337695236398 
5 9 26.77685567799177 
5 10 27.055498516937366 
5 11 27.349588662354687 
5 12 41.593268686170845 
5 13 17.97220075561143 
5 14 29.0516780926679 
5 15 28.930952282978865 
5 16 28.77498913987632 
5 17 18.57417562100671 
5 18 33.166247903554 
5 19 37.17526059088221 
5 20 24.95996794869737 
5 21 25.514701644346147 
5 22 25.019992006393608 
5 23 27.92848008753788 
5 24 27.2213151776324 
5 25 26.70205984563738 
5 26 28.5657137141714 
5 27 13.711309200802088 
5 28 11.269427669584644 
5 29 10.295630140987 
5 30 26.627053911388696 
5 31 27.055498516937366 
5 32 26.77685567799177 
5 33 28.722813232690143 
5 34 12.449899597988733 
5 35 27.820855486487112 
5 36 26.115129714401192 
5 37 24.698178070456937 
5 38 35.4964786985977 
5 39 34.942810419312295 
5 40 22.20360331117452 
5 41 22.20360331117452 
5 42 27.60434748368452 
5 43 24.779023386727733 
5 44 37.5099986670221 
5 45 36.76955262170047 
5 46 17.05872210923198 
5 47 30.773365106858236 
5 48 18.411952639521967 
5 49 30.919249667480614 
5 50 39.11521443121589 
5 51 32.7566787083184 
5 52 18.16590212458495 
5 53 32.66496594212215 
5 54 37.49666651850535 
5 55 30.773365106858236 
5 56 45.088801270381985 
5 57 69.8927750200262 
5 58 48.46648326421054 
5 59 20.12461179749811 
5 60 53.46026561849464 
5 61 34.23448553724738 
5 62 31.192947920964443 
5 63 47.686476070265456 
5 64 33.1058907144937 
5 65 29.376861643136763 
6 7 13.19090595827292 
6 8 29.9833287011299 
6 9 15.033296378372908 
6 10 20.85665361461421 
6 11 26.888659319497503 
6 12 39.71145930332956 
6 13 27.202941017470888 
6 14 24.310491562286437 
6 15 17.26267650163207 
6 16 22.06807649071391 
6 17 26.94438717061496 
6 18 27.110883423451916 
6 19 33.0 
6 20 28.879058156387302 
6 21 30.822070014844883 
6 22 29.410882339705484 
6 23 26.664583251946766 
6 24 21.166010488516726 
6 25 18.920887928424502 
6 26 20.566963801203133 
6 27 27.03701166919155 
6 28 27.055498516937366 
6 29 28.30194339616981 
6 30 25.729360660537214 
6 31 28.124722220850465 
6 32 25.729360660537214 
6 33 30.919249667480614 
6 34 29.017236257093817 
6 35 27.2213151776324 
6 36 31.448370387032774 
6 37 28.0178514522438 
6 38 28.827070610799147 
6 39 22.135943621178654 
6 40 24.859605789312106 
6 41 25.099800796022265 
6 42 24.79919353527449 
6 43 27.51363298439521 
6 44 30.919249667480614 
6 45 29.8496231131986 
6 46 28.284271247461902 
6 47 28.495613697550013 
6 48 26.60826939130014 
6 49 13.674794331177344 
6 50 35.11409973215888 
6 51 19.849433241279208 
6 52 26.77685567799177 
6 53 20.688160865577203 
6 54 33.481338085566414 
6 55 26.5329983228432 
6 56 29.832867780352597 
6 57 63.03967004989794 
6 58 40.718546143004666 
6 59 29.154759474226502 
6 60 47.21228653645151 
6 61 31.54362059117501 
6 62 14.071247279470288 
6 63 39.761790704142086 
6 64 30.18277654557314 
6 65 17.663521732655695 
7 8 26.362852652928137 
7 9 10.862780491200215 
7 10 17.175564037317667 
7 11 30.04995840263344 
7 12 46.09772228646444 
7 13 28.0 
7 14 19.261360284258224 
7 15 19.544820285692065 
7 16 18.193405398660254 
7 17 26.419689627245813 
7 18 30.773365106858236 
7 19 38.01315561749642 
7 20 27.53179979587241 
7 21 28.035691537752374 
7 22 27.80287754891569 
7 23 25.98076211353316 
7 24 17.776388834631177 
7 25 16.792855623746664 
7 26 18.193405398660254 
7 27 27.83882181415011 
7 28 27.712812921102035 
7 29 26.77685567799177 
7 30 24.698178070456937 
7 31 25.98076211353316 
7 32 24.859605789312106 
7 33 27.712812921102035 
7 34 27.676705006196094 
7 35 29.546573405388315 
7 36 28.583211855912904 
7 37 27.51363298439521 
7 38 33.27160951922825 
7 39 27.676705006196094 
7 40 26.49528259898354 
7 41 26.720778431774775 
7 42 25.514701644346147 
7 43 27.586228448267445 
7 44 36.0 
7 45 34.62657938636157 
7 46 26.758176320519304 
7 47 32.2490309931942 
7 48 27.422618401604176 
7 49 16.703293088490067 
7 50 38.535697735995385 
7 51 25.099800796022265 
7 52 27.147743920996454 
7 53 23.49468024894146 
7 54 37.69615364994153 
7 55 27.640549922170507 
7 56 36.41428291206625 
7 57 69.18092222571191 
7 58 46.021733996015406 
7 59 27.09243436828813 
7 60 53.600373133029585 
7 61 36.09709129556009 
7 62 17.029386365926403 
7 63 45.53020975132884 
7 64 34.219877264537345 
7 65 19.8997487421324 
8 9 25.357444666211933 
8 10 25.25866188063018 
8 11 36.41428291206625 
8 12 53.74011537017761 
8 13 30.28200785945344 
8 14 25.729360660537214 
8 15 31.28897569432403 
8 16 26.94438717061496 
8 17 29.171904291629644 
8 18 37.17526059088221 
8 19 45.12205669071391 
8 20 28.231188426986208 
8 21 20.024984394500787 
8 22 21.354156504062622 
8 23 27.676705006196094 
8 24 25.748786379167466 
8 25 26.057628441590765 
8 26 27.748873851023216 
8 27 31.20897306865447 
8 28 30.14962686336267 
8 29 27.784887978899608 
8 30 26.589471600616662 
8 31 17.832554500127006 
8 32 14.38749456993816 
8 33 11.958260743101398 
8 34 29.068883707497267 
8 35 34.351128074635334 
8 36 15.0996688705415 
8 37 18.0 
8 38 40.07492981902776 
8 39 39.433488306260706 
8 40 30.643106892089126 
8 41 30.512292604784715 
8 42 28.982753492378876 
8 43 29.32575659723036 
8 44 42.01190307520001 
8 45 41.593268686170845 
8 46 27.94637722496424 
8 47 33.66006535941367 
8 48 31.064449134018133 
8 49 33.436506994600975 
8 50 45.86937976471886 
8 51 37.080992435478315 
8 52 30.331501776206203 
8 53 35.566838487557476 
8 54 44.94441010848846 
8 55 32.51153641401772 
8 56 50.586559479766954 
8 57 75.88807547961669 
8 58 54.286278192559855 
8 59 28.407745422683583 
8 60 57.723478758647246 
8 61 43.3358973600409 
8 62 33.74907406137241 
8 63 53.47896782848375 
8 64 40.27406113120453 
8 65 31.701734968294716 
9 10 17.05872210923198 
9 11 32.29551052391029 
9 12 48.590122453025366 
9 13 27.92848008753788 
9 14 18.520259177452136 
9 15 21.400934559032695 
9 16 18.734993995195193 
9 17 26.645825188948457 
9 18 32.848135411313685 
9 19 40.607881008493905 
9 20 27.53179979587241 
9 21 27.16615541441225 
9 22 27.440845468024488 
9 23 25.592967784139454 
9 24 18.0 
9 25 16.911534525287763 
9 26 18.734993995195193 
9 27 29.03446228191595 
9 28 28.071337695236398 
9 29 26.851443164195103 
9 30 25.099800796022265 
9 31 24.95996794869737 
9 32 24.779023386727733 
9 33 25.92296279363144 
9 34 28.24889378365107 
9 35 31.192947920964443 
9 36 27.2213151776324 
9 37 27.440845468024488 
9 38 35.4259791678367 
9 39 29.832867780352597 
9 40 27.313000567495326 
9 41 27.23967694375247 
9 42 26.13426869074396 
9 43 27.65863337187866 
9 44 37.469987990390386 
9 45 36.810324638611924 
9 46 26.981475126464083 
9 47 34.23448553724738 
9 48 28.495613697550013 
9 49 19.672315572906 
9 50 41.58124577258358 
9 51 27.459060435491963 
9 52 27.80287754891569 
9 53 26.30589287593181 
9 54 40.607881008493905 
9 55 29.5296461204668 
9 56 39.824615503479755 
9 57 72.75987905432498 
9 58 49.416596402423345 
9 59 27.018512172212592 
9 60 56.68333088307355 
9 61 38.82009788756334 
9 62 20.149441679609886 
9 63 48.63126566315131 
9 64 36.53765181289022 
9 65 22.090722034374522 
10 11 32.58834147360065 
10 12 49.47726750741192 
10 13 28.930952282978865 
10 14 18.275666882497067 
10 15 21.97726097583591 
10 16 18.275666882497067 
10 17 27.477263328068172 
10 18 33.436506994600975 
10 19 40.93897898091744 
10 20 27.367864366808018 
10 21 27.147743920996454 
10 22 27.422618401604176 
10 23 26.645825188948457 
10 24 17.175564037317667 
10 25 17.175564037317667 
10 26 13.490737563232042 
10 27 29.086079144497972 
10 28 28.513154858766505 
10 29 26.758176320519304 
10 30 25.03996805109783 
10 31 25.41653005427767 
10 32 25.357444666211933 
10 33 26.589471600616662 
10 34 27.65863337187866 
10 35 31.304951684997057 
10 36 27.712812921102035 
10 37 27.712812921102035 
10 38 36.193922141707716 
10 39 31.0322412983658 
10 40 28.19574435974337 
10 41 28.337254630609507 
10 42 26.832815729997478 
10 43 28.071337695236398 
10 44 38.948684188300895 
10 45 37.656340767525464 
10 46 26.77685567799177 
10 47 34.597687784012386 
10 48 28.653097563788805 
10 49 24.124676163629637 
10 50 41.376321731154405 
10 51 24.879710609249457 
10 52 28.284271247461902 
10 53 26.40075756488817 
10 54 40.54626986542659 
